Yorum,Etiket
"Yeğenim için aldım çok yakıştı, kaliteli bir ürün",1
Ürün çok güzel paketlemeside iyi ama çok küçük geldi kalıbına göre o yüzden bir iki beden büyük isteyin,1
Ürün elime ulaştı cok güzel kizimada cok yakıştı.kotu yumusacik cok rahat.almayi düşünenler gönül rahatlığıyla alabilir tam bedenini alın,1
Hediye aldım. güzel ürün.,1
tahmin ettiğimizden güzel geldi.,1
ürünü Hediye aldım çok beğendiler,1
Ürün çok güzel pamuk gibi bebeğime çok yakışacak 🥰gönül rahatlığıyla alabirsiniz,1
çok yakıştı oğluma güzel kumaşı,1
Doğum günü hediyesi aldık güzel geldi,1
Siparişim geldi çok teşekkür ederim,1
ürünü çok beğendim kumaşı da güzel tam yazlık çok güzel tavsiye ederim,1
ÇOK BEĞENDİM HEDİYE ALDIM KALİTELİ GÜZEL ÜRÜN,1
İndirimdeyken aldım dokusu çok iyi miniciiik çok şirin,1
çok beğendjm minnoşuma çok yakıştı diğer renginide almayi dusunuyorum,1
şiddetle tavsiye ederim,1
Çok cici bir ürün. Yumuşak çok memnun kaldım.,1
bebişe yakıştı,1
Doğum çantam için almıştım ürün gayet güzel ve kullanışlı tekrar almayı düşünüyorum düzenleyici olarak Kargo da gayet hızlı ulaştı elime,1
"Çok güzel, bayildim.",1
İkizlerime aldım çok beğendim,1
Hediye aldım çok beğenildi kaliteli duruyor,1
çok güzel sorunsuz geldi teşekkürler,1
Hediye aldım çok beğendiler,1
kaliteli guzel tam yazlik bir kiyafet,1
Hediye olarak aldım çok güzel,1
çok beğendim tam mevsimlik yumuşacık terletmez bi ürün,1
çok beğendim bebeğim 4 aylık 6_12 aylık aldım tam bebeğime oldu eğer alacaksaniz büyük alabilirsin,1
çok tatlı güzel bir ürün sorunsuz bir şekilde elime ulaştı,1
Çok beğendim sadece bi büyük alınabilir,1
Çok güzel yumuşacık alın aldırın,1
ürünü çok beğendim kargo kısa sürede teslimatini yapti kumaşı fena değil ister çocuğunuza ister hediye alabilirsiniz Memnun kalacağınız bir urun,1
Günlük kullanım için aldık. Kumaş dokusu beklediğimizden iyi geldi.,1
hediye aldım güzel ama büyük alınmalı,1
çok tatlılar çok begendim,1
çok guzel ve kaliteli tesekkurler,1
Hediye olarak aldım kalıpları biraz küçük biraz büyük almakta fayda var,1
☺️🧡👏👏👏,1
"kalitesi çok iyi, hediye almıştım. çok beğenerek giydiriyor. çocuk hemen büyüdü artık giyemeyecek diye üzülüyorum.",1
6-9 ay aldım biraz büyük geldi ama ürün gözüktüğü gibi gayet güzel alırsanız biraz küçüğünü alın,1
çok tatlis sağlıkla giydirmegi nasip etsin rabbim,1
ürün güzel paketlenmiş güzel gözüküyorlar beğendim umarım tam olur bebeğime,1
çok beğendik teşekkür ederim,1
biraz ince ama mevsimlik giydirilebilir hızlı teslimat için tesekkurler,1
harika bir ürün tavsiye ederim,1
Kumasi yumuşakcık degil yorumlarda yazdigi gibi ama cok sert de değil. Bir beden büyuk alabilirsiniz. Tam mevsimlik,1
"Hediye almıştım,çok beğendiler satıcıya teşekkür ederım",1
Kumaşı çok iyi severek kullanıyorum çocuğumda,1
1 beden. Büyük almanızı tavsiye ederim.,1
çok kullanışlı bir takım,1
hediye aldım yumuşacık alınır,1
Yigenime aldım rengi harika ince mevsimlik tavsiye ederim 💕💕💕💕💕💕,1
ürün çok kullansli,1
"Hediye olarak aldım, çok güzel.",1
çok beğendik ama kalıplar biraz kucuk 18 24 almama ragmen kucuk geldi,1
Yumuşak ve çok sık,1
güzel hediyeniz için teşekkürler,0
Yumuşak dokusu bayıldım yelek örmek istiyorum,0
çok beğendim kullanışlı bir ürün tavsiye ederim,0
harika,0
10000telekik giyim sifariş etdim.hediyye koymadilar.paketlenme 0👎👎👎,0
Pantolon fena değil ama üst çok ince ayrıca kalıbı dar alınmaz,0
bu ürünü sipariş verdim 1ay oldu gönderilmedi bende iyade etdim satici kötü,0
cok kucuk..18 ayliq aldim .3 ayliq kimi,0
5 aylık oğluma 12 ay aldım ayağı girmedi çok küçük ve ptt kargo ile gönderiliyor 1 haftada zor geliyor,0
koti kalite,0
malı kötüydü ama fiyatına göre normal bı ürün,0
merhaba oğlum 3aylik 12aylik aldım dar oluyo kalıpları uyumuyo büyük alin,0
kalıbı küçük 4 aylık oğluma 1 yaş aldım genede küçük geldi,0
"sakın güvenip sipariş vermeyin. 12-18 aylık bebek için hediye olarak istedik, 6 aylık bebek kıyafeti geldi. bumudur e-ticaret anlayışı. yazıklar olsun.iade",0
kumaşi çok hoşuma gitmedi.hediye olarak alacaklara tavsiye etmem.,0
Çok ince kalite sıfır,0
ürünü sipariş vereli iki gün oldu halen ürün kargoya verilmedi memnun kalmadık firmadan,0
ürün çok güzel ama kargo yüzünden 4 yıldız kırdım 8 gün kargo bekledim saçmalık,0
beden çok ufak geldi 18 ay beden sanki 6 aylık bebek iicn alırken büyük alın,0
göründüğünden daha güzel geldi bedeninde tam oldu,0
Çok küçük bedenine göre,0
Soluk birsey geldi iadeyle uğraşamadım,0
model güzel ürün kalitesi kötü,0
Bir buçuk yaş almama rağmen çok küçük geldi memnun kalmadım,0
Kumaş kalitesi 0,0
"Kalitesi kesinlikle göründüğü gibi değil iki adet almıştık farklı bedenlerde, ikisinin arasında bilekumaş kalitesi aynı değildi",0
Kalıpları küçük,0
güzel idare eder,0
Kalıbı aşırı kucuk asla para verilecek bir ürün değil bel lastiği aşırı sıkı 2 defa anca giydirebildim bebeğime,0
ürün dağıtıcı dolayısıyla elime ulaşmadı...,0
hemen tüğlendi almayin,0
Hiç beğenmedim hediye almıştım verilmeyecek kadar kötü bir ürün 9.12 aylık sipariş vermiştim 3.6 aylık gibi küçük geldi 👎👎👎,0
tavsiye etmem çok ince kalitesiz bir ürün beden olaraqda çok dar küçük pişman oldum iade de edemiyorum.,0
alt pijaması çok dar bebeğimin ayaklarından zor geçti sadece üstünü giydiriyorum,0
1 Yıldız bile haketmiyor. 12-18 ay aldım ama alt pijaması o kadar dar ki 3 aylık bebek anca giyer. Üstü güzel diye iade etmedim. Ama bebeğime giydirmek için daha ilk yıkamada resimlerdeki gibi oldu. Komple çöpe gitti hem ürün hem param,0
ürün baya ince geldi mevsimlik,0
çok güzel 👍👍👍,0
Malesef rengi hemen soldu,0
fena degıl,0
2 aylık bebeğime 3-6 aylık aldığım takımın üstü iyi ama alt yenidoğan pantolonu gibi çok küçük ve bel kısmı sıktı bebeğimi,0
Rengi soluk geldi,0
ürün çok güzel ancak kalıpları küçük,0
Ürün güzel ama sipariş ettiğim beden 6-9 aylık ama bana gelen 12 aylık. Daha özenli olunmalı.,0
"Fotografta güzel duruyor,geldıgındede guzel duruyor ama 1 kere yıkandıgında sankı 10 kez yıkanmıs gıbı yıprandı.kumaşı sertleşti.",0
İlk giydirmede dikişleri attı. üstelik büyük beden almama rağmen bedeni küçük geldi,0
7 aylık oğluma 2 yaş aldım. Kalıbı çok dar. İlk yıkamada kollardan sıkmaya başladı bile. Yıkadığım için iade de edemedim. Param boşuna gitti.,0
Merhaba ürün kumaşı fena değil fakat altı ve üstü bedenler orantılı değil ben sadece üstünü tek giydirebiliyorum altının lastiği inanılmaz küçük bebeğin beline aşırı dar fakat dediğim gibi üst parça gayet rahat,0
Kumaşını hiç beğenmedim bebeğime giydirebileceğim bi kumaş değildi maalesef iade,0
resimdekinin aynisi təşəkkürlər,0
"Kargo geldiğinde pakedi açınca şok oldum çünkü poşetlemeden direkt kargo poşetine verilmiş , bu kadar özensiz olmanıza çok şaşırdım , bunu hediye almıştım üst kısmı kargo poşetinin gri rengi çıkmış! Tredyoldan bu kadar sipariş verdim hiç böyle bi şeyle karşılaşmamıştım, yani kargo poşeti yanlışlıkla delinse alttaki kıyafet de zarar görür pes doğrus",0
9-12 ay sipariş verdim üzerinde 12 yaziyor ama boyut inanılmaz küçük heleki alt pijamasi çok çok kucuk kumaşı idare eder mevsimlik ama çok kucukler 2 aylik kızıma şu anda anca olur baharda giydirmek için almistim ama şimdi evde giydircem iadeyle uğraşamam hiç,0
çok çok küçük dikkat edin,0
KALİTE DÜŞÜK,0
3-6ay beden istedim 12 ay göndermişler arada 9ay fark var yani bir bedende değil iki beden büyük kumaş kalitesi de çok iyi değil,0
keşke direkt kargo poşedine koymak yerine bir paket e daha sarsaymışsınız..,0
Keşke bir paketlenseydi kalitesi berbat önermiyorum,0
yorumumu değiştiriyorum evet rengi falan resimdeki gibi ama ben beden olarak 12 ay istemişim siz 9 ay yollamissiniz ayıp ya,0
arkadaşlar asla beden değil ben iki aylık oğluma altı ay aldım ama giydiremedim ve pijaması sikior iz yaoti karnına oysaki oğlum kilosu normal sınırda olduğu halde,0
bedenleri çok küçük 8 aylık bebeğe 18 aylık istememe rağmen,0
almayin pazardan alin,0
Bari bi poşete felan koysaydınız gönderdiğiniz bebek ürünü sonuçta.,0
güzel görünüyor ama ilk yıkamadan itibaren tuylenip çok eski bı görüntü oluşuyor,0
kalitesi çok kötü almanızı tavsiye etmem,0
beyenmedim hemen pamukla di tüy topluyor,0
Çok kötü bı ürün,0
Hiç güzel değil beğenmedim kumaşı penyesi kullanılmış gibi hediye bile götüremem,0
"Bu ne yaaa,3-4 saat giydikden sonra tiftiklendi,çox kötu,ablamın oğluna almışdım,rezil oldum☹️☹️☹️☹️",0
Çabuk tüylenme yaptı,0
Tüylenme yaptı ve çok ince beğenmedim,0
hiç güzel değil giydirdim iki günde tulerdi,0
"Berbad, almayi aldirmayin! İncecik bişey",0
pijema kısmı çok sert üst kısmı tüylenme yaptı.,0
cok kötü urunler almayın,0
Ürüne çamaşır suyu değmiş sanırım lekeli geldi. Hediye alıyoruz gelen ürün çamaşır sulu hiç mi dikkat edilmiyor,0
asla almayın iki giymeden sonra tiftiklendi genişledi kol izleri diz izleri çıktı,0
Cok kalitesiz bir urundur 1 defa yikamayla hemen tüylendi,0
Hemen tüylendi,0
tam bir hayal kırıklığı alt pijama ertesi gün tuylendi ve aşırı ince,0
urun hemen tüylendi. tamam fiyati uygun ama kalitesiz,0
Çok beğenerek 3-6 aylık olarak aldım. 3 aylık 4.500kg Bebek için ama bana gelen üründe 9 yazıyordu. Ama hiçte 9 aylık kıyafet gibi de değil anlamadım. (17.11.23 - Tüğlenme yaptı bir tane resim ekledim görebilirsiniz),0
ürün kalitesiz,0
Bu satıcıdan 2 farklı takım aldım beden tablosuna istinaden verdiğim siparişin paça kısmı dar geldi 2 giyime giydiremez oldum. aldığım diğer üründe tüylü geldi resmen değişimle uğraşmak istemediğim için değişim yaptirmadim.,0
hiç beğenmedim tafsiye etmiyorum almayın arkadaşlar oğluma aldım ilk yıkamada tuylendi,0
2 yikamada bu hale geldi belinin lastigide sündü,0
Hemen soldu rengi,0
2 haftadır bekliyorum gelecek diye şimdi kalkmış iptal ediliyor,0
hiç beyenmedim kumaşı çok fena hediye almışdım çok kötü çıkdı,0
6-9 ay sipariş verdim 9 ay göndermişler. özensiz,0
ilk yıkamada tüylendi... bu fiyat böyle kaliteye çok fazla,0
Sadece 2 defa giydiği halde tüylenme oldu cok kalitesiz,0
Kargo şirketi ve alakasız satıcı yüzünden ben olumlu bakmıyorum bi daha bu markadan almam,0
"12 aylık aldım, 5 aylık oglumun ayağı geçmiyor içinden aşırı dar yapmışlar ve kaliteli bir kumaş da değil",0
elime ulaşmadi neden,0
kesinlikle almayın bir yıkamada giyilmicek hale geldi malı hiç güzel değil,0
çok kötü çıktı bir kere yıkadım tiftiklendi,0
KALİTESİ COK KÖTÜ,0
12 ay aldım 3 aylik bebeğine alt olmadı beli dar tavsiye etmiyoruz paranızı yazık,0
ürün beklediğim gibi çıkmadı,0
18 aylik istedim resmen 6 7 aylik bebek icin gelms ve cok ince cok kotu,0
Kumaşı zar gibi ince ve bedeni aşırı küçük malesef iade,0
"Kumaş, dikişler kalitesiz görünüme aldanmayın",0
hiç beyenmedim rengi soluk geldi görüldüğü gibş deyil,0
beklediğim gibi gelmedi 9 aylık gönderim yapmışsınız,0
Çok kötü hediyelik için ama evde evin önünde ideal ben hediyelik almıştım ama hiç beğenmedim ağır bir ürün değil göründüğü gibi hiç değil,0
kalitesi çok kötü,0
yanlış ürün maalesef,0
Rengi cok soluktu hıc begenmedım,0
rengi çok cansız burada göründüğü gibi kaliteli degil,0
kumaş kalitesi çok kötü.elimde olsa bir yıldız bile vermem.yanlızca yorum yapabilmek için veriyorum,0
çok kötü hiç beyenmedim,0
çok dandik bir kumaşı var sanırım herkese aynı ürün gitmiyor.Kiminin çok kaliteli kiminin atölye kumaşı.hayal kırıklığıydı.,0
Hiç iyi değil,0
Kesinlikle tavsıye etmem cok basit ve kalısesız urun,0
Kesinlikle tavsiye etmiyorum . Kumaş kalitesi sıfır .,0
çok küçüktü,0
Kunaşı kötü ve bedeni kçk,0
ürün elime ulaşmadı ki nasıl değerlendirim ya PTT kargoyla gondermissiniz masallh ürün şehre geleli 1 hafta oldu hala dagitilmayi bekli 😡😡,0
gorselle alakasiz,0
6-9 ay için istedim gelen ürün hastane çıkışı ebadında saçmalık,0
pijaması çok dar bı bebeğin ayağı gecemiyecegi şekilde çok kötü bı ürün,0
Top was very dirty and Pants have different stitches on the legs. I don't recommend it.,0
2 aylık bebeğime 6 9 aylık almama rağmen minicik bişey geldi yani yeni doğan bile giyemez bunu o derece asla esnemiyor kalitesi de çok sert maalesef görsele yanildim,0
Kalitesini Birazcık bile beğenseydim kesinlikle iade etmezdim ama malesef kalitesi kötü,0
kesinlikle kalitesiz bir ürün üst defolu çıktı zaten ama iadeyle uğraşmak istemediğim için evde giydiricem. asla tavsiye etmiyorum.,0
hiç beğenmedim kalitesi falan tavsiye etmiyorum Bi yıkamada bozuldu,0
ıadeyle urasmak istemedım cok ince,0
"ürün göründüğü gibi asla değil, çok basit, 1 yaş aldım ama 6 aylık bebeğe ancak olur.",0
Görseli ile alakası yok,0
ürün kalitesini beğnmedim,0
"kalitesiz, kesinlikle iade",0
çok kötü hemen pamukladi hiç kaliteli değil renklerinde soluk,0
Ürün göründüğü gibi gelmedi. rengi soluk ve kalitesiz. hiç beğenmedim. 2 tane hediye almıştım elimde kaldı,0
Iyi değil😔😔😔😔😔😔😔😔😔😔😔😔,0
dikiş hataları var yıkadıktan sonra fark ettiğim için iade edemedim,0
kalite hiç güzel değil,0
hiç fotoğrafta gördüğü gibi değil birde bir tel iplik göz kaçmış hediye aldım ama veremem,0
Göründüğü renk de ama çok ince,0
çok ince geldi,0
Kumaşı kötü,0
pantolonu yırtıktı,0
Üst bir yıkamada genişledi. Altın da lastiği gevşedi çocuğun üzerinden kayıyor.,0
rengi soluk bedenleri çok dar👎,0
Hiç memnun kalmadım kargo 2 haftada geldi ilgi sıfır mesajlara bile bakmıyorlar 😡,0
1yikamada hemen tiftiklendi tavsiye etmiyorum bir yıldızı bile haketmiyor,0
fotoya aldanıp aldım kumaşı çok kötü,0
9aylık oğluma 18-24aldım kafasından bile geçmedi ayrıca penyesi dikişleri çok kalitesizdi iade,0
hic tavsiye etmiyorum daha üstundeyken tüylendi eskiye benzedi yorumlara bakıpta almıstım almayın,0
ilk yıkamaya tüylendi,0
Hiç resim de ki bir ürün gelmedi hiç memnun kalmadım beyaz renk sectim krem geldi,0
aşırı aşırı kalitesiz bir yıkamada öldü kıyafet,0
2 yıkamada pamukçuklar oluştu memnun kalmadım,0
göründüğü gibi deyil dandik bişey,0
Kumaşı sert bir ürün bebek için çok tavsiye etmem.,0
3 6 ay verdiğim sipariş 9 ay olarak geldi evet bu kadar ilgililer kumaş yapısı olarak altı çok yumuşak üstü nalyon ve sert yıkanınca ne hale gelir bilmiyorum,0
kumaşı çok kötü alttı beş para etmez zaten iade ile uğraşmamak için iade etmedim ama kumaşı çok kötü,0
Hıc begenmedim kumaşı cok sert ve gıydırırken cok zor oluyor kumasıda cok kötü,0
Aşırı kalitesiz bi ürün ilk yıkamada komple tiftikledi rengi attı kesinlikle tavsiye etmem.,0
hiç beğenmedim düşük ısısıda yıkamma rağmen soldu fiyasko,0
Kalitesi çok düşük,0
Üründe lekeler mevcut. Rengi de çok daha soluk.,0
Kötü hemen bozuldu kumaşı,0
Rengi soldu ilk yıkamada,0
turuncusu fotoğraftaki gibi değil ama yumuşacık ve çok güzel henüz yikamadim kullanmadım düzeltme ilk yıkamada eskidi,0
Kalitesini hiç begenmedm,0
Ürün belirtilen bedeninde değil. Küçük geldi,0
lütfen 1 daha ptt kargo ile göndeermeyiniz çok uzadı hala elime geçmedi çok geç ulaştırıyor ptt,0
kalitesi cok kotu. iade etmek zorunda kaldim. ucuza biseyler ariyorsaniz bile paraniz cop olmasin,0
Naylon kumas burda göruldugu gıbı canlı degıll,0
Sert kumaşı var bebekler için uygun değil,0
Farklı renkte gelmiş neden istediğimi göndermezsiniz ki,0
Hiç beğenmedik renkleri bir yıkamada bozuldu tavsiye etmiyoruz,0
pamuklu yazılmış ama değil maalesef polyester geri iade etmek zorundayım,0
Altının paçaları birbirine denk değil,0
Aldığı parayı hak etmeyen kalitesiz ürünler,0
ürünü hiç beğenmedim. boğaz ve kol uçlarında ki lastikler o kadar darki ve ayrıca incecik,0
İade etmeye üşendim ama renk farklı var fotoğrafta görülenle gelen arasında,0
"kalıpları çok küçük,büyük beden almama tamamen küçük geldi.",0
Evet ince bile bile aldım mevsimlik diyerekten ama lekeli ve o kadar da dar kalıp büyük almama rağmen. Gene ufak gelir,0
Rengi soldu iyi değil,0
Ürün defolu iade,0
Fiyatına göre yerleri cok ta iyi degilmis ama giydirilir ama kki gunde kotu olur,0
ilk yikamada çöp değmez,0
çok kalitesiz hiç memnun kalmadim,0
Fiyatına göre çok kalitesiz görsel güzel gözüküyor ama çok kalitesiz. Tavsiye etmiyorum,0
ilk yıkamada tuylendi,0
ürün tuglendi kalitesi beklediğim gibi degil,0
Güzel ürün ancak kalıp bi tık küçük bence. daha giydirmedim bakalım. (Edit: ilk giyimden yıkamadan sonra çöp resmen tülendi hep.),0
"Üst badisi o kadar büyük, alt pantolonu bir o kadar küçük ki 6 aylık bebeğe ancak olur, orantısız takım. Ben 12-18 aylık aldım, hiç bir yerinde beden numarası yok… 👎",0
Paketi almadım ve ürünleri değerlendiremiyorum,0
çok kalitesizdi,0
Ürün yanlış geldi. resimdeki takımla hiç bir alakası yok. üstelik 0-3 aylık gelmis. böyle bir şey nasıl olur. neden dikkat edilmiyor üstelik hediye almıştım tam bir hayal kırıklığı oldu iade edicem,0
İdare eder fazla memnun kalmadım ürün kalıteli degil hemen tüylendi,0
İlk kullanımda top top tuylenme oldu asla tavsiye etmiyorum.cok kötü,0
ürün kalitesiz maalesef. hele alt kısmı pazar malından kötü,0
ürünü aldım bı iki yıkamada çekti kalitesini hiç beyenmedim,0
dikişler hemen patladi cok kalitesiz,0
"ürünün yumuşak olduğunu soyleyenleri okuyup sipariş gelen urunume bakınca aynı şeyden mi bahsediyoruz dedim,acaba farklı farklı ürünler mi,çok sert hiç gözüktüğü gibi değil.",0
rengi solgun geldi iade ettim,0
Kumasi sert bence bebegime giydirmek istemedim ve kaliplari asiri küçük parama yazik oldu ucuz etin yahnisi...,0
tüğlenme yaptı çok ince,0
yorumlara bakarak aldım ama çok kotu geldi.Benim şansıma heralde.rengi solmuş kalitesiz.görseldekiyle bu aynımı şimdi,0
İlk yikamada ürünün hali satici iadeyi kabul etmiyor trendyol da Satıcıyi korumakta üründen ve mağazadan uzak durun.,0
gönderdiğiniz takım lekeli geldi paketi açınca şok oldum ilk defa karşılaştım çünkü böyle biseyle. aşırı özensizlik..,0
Ürünün kumaşı bebekler için uygun değil. Pantolon çok daracık.,0
incecik bişey kalitesiz almayin,0
Beklentimin çok altımda asla göründüğü gibi değil bir Yıldız bile hak etmiyor,0
Ürün kaliteside rengide çok kötü iadeyle uğraşmak istemediğim için kaldi fakat kesinlikle önermem,0
çok ince kalitesiz,0
çabuk tuylendi ve soldu,0
Kalitesi çok kötü çok ince,0
ilk yıkamadan sonra ip topladı.,0
aldigim en kotu takim diyebilirim yikandikca üst kismi genisledi boydan cekti altininda lastiği koptu içinden yuksek isida yikamamama rağmen parasinin urunu deil,0
İnce ve rengi soluk,0
almayin rengi soldu ilk seferde,0
Bi yıkamada gitti rengi soldu çekti 2 yaş almama ragmen al tayt gibi dar,0
o kadar kalitesiz ince olur hiç tavsiye etmiyorum,0
renkleri hemen soldu,0
ince ve dar kalıba uygun degil,0
Çok ince kumaşı çok kalitesiz almayın,0
Pazardan alsak daha iyiydi asla parasını haketmiyor,0
Kargo hızlı ve kalitesini beğenmedim iade,0
gerçekten çok çok kötü bı ürün 3 aylık minyon tipli bebeğime 9 aylık aldım o bile dar geldi üst hadi bı nebze giyilebilir ama altınin paçası ve beli çok dar iade ile uğraşmak istemediğim için geri vermedim kesinlikle almayın alırsanız da 3 beden büyük alın ki bı kaç kere giyebilsin ...,0
gelen ürünün resimdeki ile alakası yok rengi soluk artı kalitesiz ince bişiy resimde kalın duruyor ama incecik,0
Çok kalıtesız ve kubu kötü gece yatarken bıle gıydırmıyorum,0
"bu kadar sevimli bi tasarıma, böyle ince kumaş. yazık olmuş. üzülerek iade",0
Kumaşı sert ve ince esnemiyor 18 aylık aldım 5 aylık bebeğe dar oldu orantısız,0
İade çok ince,0
o kadar ince ki karşısı görünüyor hemen iade ettim,0
ustu mevsimlik alti yazlik gibi incecik. ayrica cok tuylenme yapti daha ikjnci giyiste...,0
Üründe bi etiket bile yok hediye edecektim oysa ki,0
bu kadar kötü olacağini tahmin etmiyodum cok dandik 20 tl bile etmez,0
Cok kucuk kalibi var ve cok ince. Malesef iade,0
Ürünün malı güzel değil.Bu nedenle iade.,0
Ben hiç beğenmedim çok kalitesiz görünüyor tavsiye etmiyorum yumuşak falan da degil,0
Ürün görselde turuncu görünüyor ama aciklama da renk olarak sarı diyor diye aldım ama gelen kahverengi renk iade yapicam satıcınin dikkat etmesi gereken husus,0
"heç yaxşı deyildi,çox keyfiyyətsiz, əski parçası kimi.",0
2 adet sipariş vermiştim 1 adet geldi ürünüm eksik geldi,0
Yumuşak değil sert bir kumaş var,0
kalitesi ile ilgili iade ediyorum üst kısım güzel duruyor fakat daha önce giyilmiş yıkanmış gibi alt hiç güzel değil pek önermem,0
kalitesi cok kötü,0
İlk yıkamada tüylerden yaptı ve rengi soldu.,0
pek beğenmedim kumaşını kalitesiz,0
Görseldeki gibi kaliteli bir ürün değil. Hediye almıştım rezillik!!!,0
Kumaşını beğenmedim incecik. Yazın az esintili havalarda giydirmelik,0
Malı kalitesiz,0
Fotoğrafla gelen ürün uyuşmuyor,0
rengi bu kadar canlı değil malesef ve ince kışta giyilmez bgenmedimmm,0
2 adet sipariş verdim bir sökük çıktı pantolonu soluk pek beğenmedim,0
ürün kalitesi çok vasat kalite sıfır.Hic beyenmedim.Geri iade ettim.Rengi soluk ve kumaşı çok ince .,0
Ürün çok kalitesiz renk soluk ve ince bir penyesi var göründüğü gibi değil tavsiye etmiyorum,0
ben kalitesini beğenemedim çok ince hadi yazin giydireyim dedim ama normalde %100 pamuk diyen satıcı ürün üzerine kumaş bilgisi koymamış sadece beden yaziyor ve pek güvenemedim iade edeceğim,0
Ürün 10 gündür teslim edildi görünüyor ilgilenen de yok,0
Beş kuruş etmiyor. Sakın almayın.,0
Ürün aşırı kalitesiz.. kaliteli diye yorum yapanlar hayatlarında kaliteli ürün görmemiş,0
dandik yani alt ayrı tel caliyo us idare eder beli çok dar paçalar kocaman üst alta göre gene buna. şükür dedirtti bunu almak yerine başka bişey almak daha mantıklı,0
2 adet aldım 1 adet gönderildi,0
"yazık yaa gerçekten yazık.. dokusu bez gibi üst 6 ay alt 9 ay , ancak bu kadar kötü olabilirdi.. almayın kızlar",0
malesef ki mali hiç güzel değil bir kere almış oldum,0
oğlum 5 aylık büyük olsun küçük olmasın diye 12-18 aylık beden almama rağmen bacaklar dar ve sert kumaş esnemedigi içinde 1 ay sonra giyemez hâle gelecek,0
Ürün çok kalitesiz kesinlikle almayın çocuk en fazla bir kere giyebilir o kadar ince ayrıca rengi de soluk böyle canlı bir renk değil.,0
üst fena degil ama alt gercekten tulbentten biraz kalın.hiç begenmedim,0
Renk soluk kalitesiz kumaşı sert tavsiye etmiyorum çalıştığım için iade ile uğraşamayacağım,0
Ürünün kumaşı çok kötü yarın iade edeceğim ebebek daha uygun ve daha kaliteli,0
Fiyatına göre kalitesi yok renkleri böyle canlı değil kumaşı dokusu güzel değil,0
ürünün altı ayrı beden üstü ayrı beden neden dikkat etmiyorsunuz insanları ugrastiriyorsunuz,0
"Yorumlarda okumuştum doğruymuş,renki soluk,kumaşı kalitesiz👎",0
sıfır kalite gerçekten çok kötü iade,0
arkadaşlar sakın almayın fotoğraf takibini değil ürün pazar ürünü bile bunlardan daha iyi bicama sıyah geldi çeket ise değişik,0
Hiç güzel değil baya sert,0
"Kesinlikle tavsiye etmiyorum. İplikleri sokulmemis, dikişleri kötü. Alt eşofman lastiği çok dar, hemen soldu",0
Kalıbı çok dar alt eşofman beli çok sıkı taş gibi çok ince bide,0
urun resimdeki gibi degil parlak gozukuyo ama mat kumasi guzel degil soluk,0
farkli bir model gönderildi ve kumaşınida begenmedim cok ince,0
Defolu geldi yırtıktı.,0
6-9 ay siparıs ettim 1 yaş gönderdiler. Malı da kalıtelı degıl ınce ve sert,0
Ürün istenilen ebatta gelmedi 6 aylık sipariş verdim 12 aylık geldi bide not yazmışlar beden etiketi yanlış basıldı ürün istediğiniz ebattadır die alakası yok evdeki kıyafetleriyle yan yana koyduk gelen ürün çok büyük elinizde yoksa istenilen ebat farklı ebat göndermeyin boşuna,0
Kalitesi yok,0
Benim istediğim beden ile alakası yok kumaşı pek beğenmedim,0
ürün kumaşı kötü hiç yumuşak değil,0
defolu geldi iade ettim,0
Kalitesi çok kötü hiç beğenmedim pamuklu falan da degil fotograftaki gibi de canlı degil rengi ilk yıkamada rengi solacakmış gibi duruyor ve 6 aylık almama ragmen çok küçük duruyor kalıbı,0
kumaş kaliteli degil,0
kumaşı bebek için sert,0
Ürün mevsimlik kumaşı ideal bence bu zamanlarda 12 18 ay aldim 9.5 aylik 9.5 kilo bebeğime üstü biraz bol olabilir ama pantolonun bel kısmı çok dar giydiğinde güncelleme yapicam yorumumda güncelleme yapıyorum beli küçük geldi ama giyince bol oldu alinir beğendik... güncelleme yapiyorum aldıktan sonra 2. yıkamada pantolon dikislerinden delikler açıl,0
Ürün bebek için çok sert,0
İlk yıkamada rengi soldu..,0
gecelik takımı gibi kalite sıfır paranıza yazık,0
"hiç sevmedim,evde giydirmeye bile değmez,",0
gorseldeki gibi canlı renk değil soluk ve kaliteli gözükmüyor malesef,0
"göründüğü gibi geldi, teşekkürler. Güncelleme: Yıkanınca paramparça oldu söküldü hep",0
Takımı genel olarak beğendim(henüz yıkamadım) ama görseldeki renk değil gelen ürün daha toprak tonu Bi rengi var. Kötü değil ama görseldeki rengi tercih ederdim. Bu yüzden 1 yıldızı kırdım.genel olarak kötü yorum yapmayı sevmiyorum ama yıkandıktan sonra çok kötü oldu üst kısım enine genişledi.,0
ürünü hiç beğenmedim aldım yikadim direk rengi soldu sanki aylardır yikaniyor,0
material cok dandik :(,0
berbat otesi bebek icin boyle kumaslar kullanilmamali..iade,0
ürününüzü begenerek aldim 6-9 ay aldim ama cok ufak geldi ve üstün arkasında leke vardi.,0
çok fena kalitesiz,0
yıkayınca rengi soldu.,0
Kalitesi beğenmedim.,0
Kumaşını hiç beğenmedim yıkanınca çok kötü oldu,0
Ürünün kalitesini hiç begenmedim inanın bu fiyatı hak etmiyor iki yıkamadan sonra daha kullanılmaz öyle diyeyim,0
Göründüğü kadar kaliteli değil maalesef.. ve yakası çok dar..,0
